"Ebene";"EDV-Code";"Code";"Titel";"Kurztitel"
3;"C274";"C 27.4";"Herstellung von Lampen und Leuchten";""
4;"C2740";"C 27.40";"Herstellung von Lampen und Leuchten";""
3;"C275";"C 27.5";"Herstellung von Haushaltsgeräten";""
4;"C2751";"C 27.51";"Herstellung von elektrischen Haushaltsgeräten";""
4;"C2752";"C 27.52";"Herstellung von nichtelektrischen Haushaltsgeräten";""
3;"C279";"C 27.9";"Herstellung von sonstigen elektrischen Ausrüstungen und Geräten";""
4;"C2790";"C 27.90";"Herstellung von sonstigen elektrischen Ausrüstungen und Geräten";""
2;"C28";"C 28";"Maschinenbau a. n. g.";""
3;"C281";"C 28.1";"Herstellung von nicht wirtschaftszweigspezifischen Maschinen";""
4;"C2811";"C 28.11";"Herstellung von Verbrennungsmotoren und Turbinen, ohne Motoren für Luft- und Straßenfahrzeuge";""
4;"C2812";"C 28.12";"Herstellung von hydraulischen und pneumatischen Komponenten und Systemen";""
4;"C2813";"C 28.13";"Herstellung von sonstigen Pumpen und Kompressoren";""
4;"C2814";"C 28.14";"Herstellung von sonstigen Armaturen";""
4;"C2815";"C 28.15";"Herstellung von Lagern, Getrieben, Zahnrädern und Antriebselementen";""
3;"C282";"C 28.2";"Herstellung von sonstigen nicht wirtschaftszweigspezifischen Maschinen";""
4;"C2821";"C 28.21";"Herstellung von Öfen, Brennern und ortsfesten Heizgeräten für den Haushalt";""
4;"C2822";"C 28.22";"Herstellung von Hebezeugen und Fördermitteln";""
4;"C2823";"C 28.23";"Herstellung von Büromaschinen, ohne Datenverarbeitungsgeräte und periphere Geräte";""
4;"C2824";"C 28.24";"Herstellung von handgeführten Werkzeugen mit Motorantrieb";""
4;"C2825";"C 28.25";"Herstellung von kälte- und lufttechnischen Erzeugnissen, nicht für den Haushalt";""
4;"C2829";"C 28.29";"Herstellung von sonstigen nicht wirtschaftszweigspezifischen Maschinen a. n. g.";""
3;"C283";"C 28.3";"Herstellung von land- und forstwirtschaftlichen Maschinen";""
4;"C2830";"C 28.30";"Herstellung von land- und forstwirtschaftlichen Maschinen";""
3;"C284";"C 28.4";"Herstellung von Werkzeugmaschinen";""
4;"C2841";"C 28.41";"Herstellung von Werkzeugmaschinen für die Metallbearbeitung";""
4;"C2842";"C 28.42";"Herstellung von sonstigen Werkzeugmaschinen";""
3;"C289";"C 28.9";"Herstellung von Maschinen für sonstige bestimmte Wirtschaftszweige";""
4;"C2891";"C 28.91";"Herstellung von Maschinen für die Metallerzeugung, von Walzwerkseinrichtungen und Gießmaschinen";""
4;"C2892";"C 28.92";"Herstellung von Bergwerks-, Bau- und Baustoffmaschinen";""
4;"C2893";"C 28.93";"Herstellung von Maschinen für die Nahrungs- und Genussmittelerzeugung und die Tabakverarbeitung";""
4;"C2894";"C 28.94";"Herstellung von Maschinen für die Textil- und Bekleidungsherstellung und die Lederverarbeitung";""
4;"C2895";"C 28.95";"Herstellung von Maschinen für die Papiererzeugung und -verarbeitung";""
4;"C2896";"C 28.96";"Herstellung von Maschinen für die Verarbeitung von Kunststoffen und Kautschuk";""
4;"C2897";"C 28.97";"Herstellung von Maschinen für die additive Fertigung";""
4;"C2899";"C 28.99";"Herstellung von Maschinen für sonstige bestimmte Wirtschaftszweige a. n. g.";""
2;"C29";"C 29";"Herstellung von Kraftwagen und Kraftwagenteilen";""
3;"C291";"C 29.1";"Herstellung von Kraftwagen und Kraftwagenmotoren";""
4;"C2910";"C 29.10";"Herstellung von Kraftwagen und Kraftwagenmotoren";""
3;"C292";"C 29.2";"Herstellung von Karosserien, Aufbauten und Anhängern";""
4;"C2920";"C 29.20";"Herstellung von Karosserien, Aufbauten und Anhängern";""
3;"C293";"C 29.3";"Herstellung von Teilen und Zubehör für Kraftwagen";""
4;"C2931";"C 29.31";"Herstellung elektrischer und elektronischer Ausrüstungsgegenstände für Kraftwagen";""
4;"C2932";"C 29.32";"Herstellung von sonstigen Teilen und sonstigem Zubehör für Kraftwagen";""
2;"C30";"C 30";"Sonstiger Fahrzeugbau";""
3;"C301";"C 30.1";"Schiff- und Bootsbau";""
4;"C3011";"C 30.11";"Bau von Schiffen und schwimmenden Vorrichtungen für zivile Zwecke, ohne Boots- und Yachtbau";""
4;"C3012";"C 30.12";"Boots- und Yachtbau";""
4;"C3013";"C 30.13";"Bau von Kriegsschiffen";""
3;"C302";"C 30.2";"Schienenfahrzeugbau";""
4;"C3020";"C 30.20";"Schienenfahrzeugbau";""
3;"C303";"C 30.3";"Luft- und Raumfahrzeugbau";""
4;"C3031";"C 30.31";"Luft- und Raumfahrzeugbau für zivile Zwecke";""
4;"C3032";"C 30.32";"Luft- und Raumfahrzeugbau für militärische Zwecke";""
3;"C304";"C 30.4";"Herstellung von militärischen Kampffahrzeugen";""
4;"C3040";"C 30.40";"Herstellung von militärischen Kampffahrzeugen";""
3;"C309";"C 30.9";"Herstellung von Beförderungsmitteln a. n. g.";""
4;"C3091";"C 30.91";"Herstellung von Krafträdern";""
4;"C3092";"C 30.92";"Herstellung von Fahrrädern sowie von Behindertenfahrzeugen";""
4;"C3099";"C 30.99";"Herstellung von sonstigen Beförderungsmitteln a. n. g.";""
2;"C31";"C 31";"Herstellung von Möbeln";""
3;"C310";"C 31.0";"Herstellung von Möbeln";""
4;"C3100";"C 31.00";"Herstellung von Möbeln";""
2;"C32";"C 32";"Herstellung von sonstigen Waren";""
3;"C321";"C 32.1";"Herstellung von Münzen, Schmuck und ähnlichen Erzeugnissen";""
4;"C3211";"C 32.11";"Herstellung von Münzen";""
4;"C3212";"C 32.12";"Herstellung von Schmuck, Gold- und Silberschmiedewaren, ohne Fantasieschmuck";""
4;"C3213";"C 32.13";"Herstellung von Fantasieschmuck";""
3;"C322";"C 32.2";"Herstellung von Musikinstrumenten";""
4;"C3220";"C 32.20";"Herstellung von Musikinstrumenten";""
3;"C323";"C 32.3";"Herstellung von Sportgeräten";""
4;"C3230";"C 32.30";"Herstellung von Sportgeräten";""
3;"C324";"C 32.4";"Herstellung von Spielwaren";""
4;"C3240";"C 32.40";"Herstellung von Spielwaren";""
3;"C325";"C 32.5";"Herstellung von medizinischen und zahnmedizinischen Apparaten und Materialien";""
4;"C3250";"C 32.50";"Herstellung von medizinischen und zahnmedizinischen Apparaten und Materialien";""
3;"C329";"C 32.9";"Herstellung von Erzeugnissen a. n. g.";""
4;"C3291";"C 32.91";"Herstellung von Besen und Bürsten";""
4;"C3299";"C 32.99";"Herstellung von sonstigen Erzeugnissen a. n. g.";""
2;"C33";"C 33";"Reparatur, Instandhaltung und Installation von Maschinen und Ausrüstungen";""
3;"C331";"C 33.1";"Reparatur und Instandhaltung von Metallerzeugnissen, Maschinen und Ausrüstungen";""
4;"C3311";"C 33.11";"Reparatur und Instandhaltung von Metallerzeugnissen";""
4;"C3312";"C 33.12";"Reparatur und Instandhaltung von Maschinen";""
4;"C3313";"C 33.13";"Reparatur und Instandhaltung von elektronischen und optischen Geräten";""
4;"C3314";"C 33.14";"Reparatur und Instandhaltung von elektrischen Ausrüstungen";""
4;"C3315";"C 33.15";"Reparatur und Instandhaltung von zivilen Schiffen, Booten und Yachten";""
4;"C3316";"C 33.16";"Reparatur und Instandhaltung von zivilen Luft- und Raumfahrzeugen";""
4;"C3317";"C 33.17";"Reparatur und Instandhaltung von sonstigen zivilen Beförderungsmitteln";""
4;"C3318";"C 33.18";"Reparatur und Instandhaltung von militärischen Kampffahrzeugen, Luft- und Raumfahrzeugen sowie Kriegsschiffen";""
4;"C3319";"C 33.19";"Reparatur und Instandhaltung von sonstigen Ausrüstungen";""
3;"C332";"C 33.2";"Installation von Industriemaschinen und -ausrüstungen";""
4;"C3320";"C 33.20";"Installation von Industriemaschinen und -ausrüstungen";""
1;"D";"D";"ENERGIEVERSORGUNG";""
2;"D35";"D 35";"Energieversorgung";""
3;"D351";"D 35.1";"Elektrizitätsversorgung";""
4;"D3511";"D 35.11";"Elektrizitätserzeugung aus nicht erneuerbaren Energieträgern";""
4;"D3512";"D 35.12";"Elektrizitätserzeugung aus erneuerbaren Energieträgern";""
4;"D3513";"D 35.13";"Elektrizitätsübertragung";""
4;"D3514";"D 35.14";"Elektrizitätsverteilung";""
4;"D3515";"D 35.15";"Elektrizitätshandel";""
4;"D3516";"D 35.16";"Speichern von elektrischer Energie";""
3;"D352";"D 35.2";"Gasversorgung";""
4;"D3521";"D 35.21";"Gaserzeugung";""
4;"D3522";"D 35.22";"Gasverteilung durch Rohrleitungen";""
4;"D3523";"D 35.23";"Gashandel durch Rohrleitungen";""
4;"D3524";"D 35.24";"Speichern von Gas zu Versorgungszwecken";""
3;"D353";"D 35.3";"Wärme- und Kälteversorgung";""
4;"D3530";"D 35.30";"Wärme- und Kälteversorgung";""
3;"D354";"D 35.4";"Tätigkeiten von Strom- und Erdgasmaklerinnen und -maklern";""
4;"D3540";"D 35.40";"Tätigkeiten von Strom- und Erdgasmaklerinnen und -maklern";""
1;"E";"E";"WASSERVERSORGUNG; ABWASSER- UND ABFALLENTSORGUNG UND BESEITIGUNG VON UMWELTVERSCHMUTZUNGEN";""
2;"E36";"E 36";"Wasserversorgung";""
3;"E360";"E 36.0";"Wasserversorgung";""
4;"E3600";"E 36.00";"Wasserversorgung";""
2;"E37";"E 37";"Abwasserentsorgung";""
3;"E370";"E 37.0";"Abwasserentsorgung";""
4;"E3700";"E 37.00";"Abwasserentsorgung";""
2;"E38";"E 38";"Sammlung, Verwertung und Beseitigung von Abfällen";""
3;"E381";"E 38.1";"Sammlung von Abfällen";""
4;"E3811";"E 38.11";"Sammlung nicht gefährlicher Abfälle";""
4;"E3812";"E 38.12";"Sammlung gefährlicher Abfälle";""
3;"E382";"E 38.2";"Verwertung von Abfällen";""
4;"E3821";"E 38.21";"Rückgewinnung";""
4;"E3822";"E 38.22";"Energetische Verwertung von Abfällen";""
4;"E3823";"E 38.23";"Sonstige Verwertung von Abfällen";""
3;"E383";"E 38.3";"Abfallbeseitigung ohne Verwertung";""
